"ymd","ym","dow","toy","timeCount","tod","load","tempMax","temp95Max","tempMin","temp95Min","todFrom1","peak24","tod24","matTem.1","matTem.2","matTem.3","matTem.4","matTem.5","matTem.6","matTem.7","matTem.8","matTem.9","matTem.10","matTem.11","matTem.12","matTem.13","matTem.14","matTem.15","matTem.16","matTem.17","matTem.18","matTem.19","matTem.20","matTem.21","matTem.22","matTem.23","matTem.24","matTem.25","matTem.26","matTem.27","matTem.28","matTem.29","matTem.30","matTem.31","matTem.32","matTem.33","matTem.34","matTem.35","matTem.36","matTem.37","matTem.38","matTem.39","matTem.40","matTem.41","matTem.42","matTem.43","matTem.44","matTem.45","matTem.46","matTem.47","matTem.48","matTem95.1","matTem95.2","matTem95.3","matTem95.4","matTem95.5","matTem95.6","matTem95.7","matTem95.8","matTem95.9","matTem95.10","matTem95.11","matTem95.12","matTem95.13","matTem95.14","matTem95.15","matTem95.16","matTem95.17","matTem95.18","matTem95.19","matTem95.20","matTem95.21","matTem95.22","matTem95.23","matTem95.24","matTem95.25","matTem95.26","matTem95.27","matTem95.28","matTem95.29","matTem95.30","matTem95.31","matTem95.32","matTem95.33","matTem95.34","matTem95.35","matTem95.36","matTem95.37","matTem95.38","matTem95.39","matTem95.40","matTem95.41","matTem95.42","matTem95.43","matTem95.44","matTem95.45","matTem95.46","matTem95.47","matTem95.48","matInt.1","matInt.2","matInt.3","matInt.4","matInt.5","matInt.6","matInt.7","matInt.8","matInt.9","matInt.10","matInt.11","matInt.12","matInt.13","matInt.14","matInt.15","matInt.16","matInt.17","matInt.18","matInt.19","matInt.20","matInt.21","matInt.22","matInt.23","matInt.24","matInt.25","matInt.26","matInt.27","matInt.28","matInt.29","matInt.30","matInt.31","matInt.32","matInt.33","matInt.34","matInt.35","matInt.36","matInt.37","matInt.38","matInt.39","matInt.40","matInt.41","matInt.42","matInt.43","matInt.44","matInt.45","matInt.46","matInt.47","matInt.48","matLag.1","matLag.2","matLag.3","matLag.4","matLag.5","matLag.6","matLag.7","matLag.8","matLag.9","matLag.10","matLag.11","matLag.12","matLag.13","matLag.14","matLag.15","matLag.16","matLag.17","matLag.18","matLag.19","matLag.20","matLag.21","matLag.22","matLag.23","matLag.24","matLag.25","matLag.26","matLag.27","matLag.28","matLag.29","matLag.30","matLag.31","matLag.32","matLag.33","matLag.34","matLag.35","matLag.36","matLag.37","matLag.38","matLag.39","matLag.40","matLag.41","matLag.42","matLag.43","matLag.44","matLag.45","matLag.46","matLag.47","matLag.48"
2014-06-06,"2014-6","5",0.42742166,1402005600,23,5.188301,21.9287208,17.55872376, 7.36884026,11.32577570,24,5.167832,25,11.6535899141,11.1119526596,10.6983512834,10.4019914986,10.0893900393, 9.5457833998, 8.9805644962, 8.4442107664, 8.0719376843, 7.7121316709, 7.5286906498, 7.3688402613, 7.5052470369, 7.9674341582, 8.7277323401, 9.6763705491,10.7722996901,12.1249718398,13.3059977708,14.4392870481,15.3622265925,16.1523378164,16.9254715851,17.5531878930,18.1128318469,18.9550642274,19.7892084872,20.2027284501,20.4073477140,20.7105148595,21.0853226964,21.3299161126,21.7859201385,21.8600659879,21.7748341951,21.9127810693,21.9287208371,21.5508952808,21.2169981522,20.6415212677,19.8819334721,19.1308946435,18.4077856786,17.9468650801,17.6097737927,17.2322580810,16.9080751527,16.4362050432, 1.436713e+01, 1.420437e+01, 1.402907e+01, 1.384772e+01, 1.365980e+01, 1.345410e+01, 1.323042e+01, 1.299111e+01, 1.274515e+01, 1.249350e+01, 1.224526e+01, 1.200144e+01, 1.177663e+01, 1.158617e+01, 1.144325e+01, 1.135491e+01, 1.132578e+01, 1.136574e+01, 1.146275e+01, 1.161158e+01, 1.179911e+01, 1.201677e+01, 1.226220e+01, 1.252675e+01, 1.280606e+01, 1.311351e+01, 1.344729e+01, 1.378506e+01, 1.411618e+01, 1.444590e+01, 1.477787e+01, 1.510547e+01, 1.543949e+01, 1.576052e+01, 1.606124e+01, 1.635381e+01, 1.663256e+01, 1.687848e+01, 1.709540e+01, 1.727271e+01, 1.740317e+01, 1.748956e+01, 1.753547e+01, 1.755604e+01, 1.755872e+01, 1.754240e+01, 1.751068e+01, 1.745696e+01, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,3.363218,3.253398,3.206819,3.199472,3.135705,3.088209,3.069315,3.058818,3.049240,2.996889,3.027854,3.152631,3.495867,3.899852,4.384004,4.694964,4.867632,4.924051,5.024292,5.095538,5.100523,5.117974,5.158123,5.165339,5.167570,5.167832,5.098293,5.071002,5.047385,4.975484,4.947930,4.963675,5.030066,5.096981,5.097112,5.030590,4.959214,4.851887,4.787858,4.661375,4.587768,4.476899,4.441867,4.407228,4.347529,4.085641,3.790164,3.541527
2014-06-07,"2014-6","6",0.43016154,1402092000,24,4.621620,20.1430517,18.02281782,14.37166648,15.94069182,25,5.188301,23,16.1541555241,15.9602470568,15.8706858841,15.7702106686,15.4475485591,15.0713685673,14.8237835613,14.7131186365,14.4941752897,14.4480040071,14.5016509367,14.3716664831,14.4161480313,14.6360262468,14.8301142936,14.9221289958,15.0853245015,15.3559382799,15.6609605303,15.8784669900,16.0429748054,16.7093775824,17.2696978369,17.0872601484,16.7795461924,16.8437796740,17.2622693305,17.3818327892,17.5379441137,18.3993796072,19.5559892244,19.9814388344,19.9630031235,20.0414088496,20.1430517242,19.9881814528,19.8252368405,19.9352912771,20.0360384414,19.7944345403,19.2448139633,19.1104339423,18.7517207975,18.2011138920,17.5493608879,16.8292983584,16.0100172339,15.5228665587, 1.739182e+01, 1.732024e+01, 1.724776e+01, 1.717389e+01, 1.708757e+01, 1.698676e+01, 1.687861e+01, 1.677034e+01, 1.665653e+01, 1.654610e+01, 1.644388e+01, 1.634027e+01, 1.624406e+01, 1.616366e+01, 1.609698e+01, 1.603824e+01, 1.599059e+01, 1.595886e+01, 1.594397e+01, 1.594069e+01, 1.594581e+01, 1.598398e+01, 1.604827e+01, 1.610022e+01, 1.613419e+01, 1.616967e+01, 1.622430e+01, 1.628217e+01, 1.634496e+01, 1.644768e+01, 1.660310e+01, 1.677201e+01, 1.693156e+01, 1.708706e+01, 1.723986e+01, 1.737727e+01, 1.749967e+01, 1.762145e+01, 1.774218e+01, 1.784479e+01, 1.791479e+01, 1.797458e+01, 1.801343e+01, 1.802282e+01, 1.799914e+01, 1.794065e+01, 1.784412e+01, 1.772806e+01, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,3.331466,3.205245,3.168113,3.151057,3.099361,3.043074,3.021949,3.021687,2.975896,2.908980,2.971041,3.126652,3.485108,3.891980,4.332703,4.651535,4.856217,4.930742,5.040562,5.098162,5.121385,5.152612,5.152612,5.188301,5.179772,5.145396,5.100523,5.051059,4.995165,4.919196,4.848607,4.850313,4.874717,4.891249,4.868025,4.800979,4.701262,4.627130,4.522296,4.414182,4.287699,4.205039,4.178404,4.187063,4.103091,3.955353,3.708422,3.511218
2014-06-10,"2014-6","2",0.43838119,1402351200,24,5.191056,20.6797948,19.10212864,13.18557502,16.40351764,25,4.621620,24,16.2103216699,16.2347102083,16.1846242679,16.1201938721,16.0197090269,15.8296585163,15.5843819277,15.1788637714,14.7111757143,14.1962553862,13.8133916887,13.4610642334,13.1855750212,13.2718392237,13.3434027842,13.4716127529,13.9913482837,15.1294952560,16.2439405036,16.8949009203,17.4736510009,18.1979889523,18.8159073532,19.3072306408,19.5465942235,19.7806776792,19.7894838230,20.0497938100,20.0967528961,20.1400665635,20.2599336201,20.4033830208,20.6797948128,20.2080159455,19.8124100101,19.4867071239,18.8107971845,18.5679463516,18.3115472099,17.9224052844,17.3434175887,16.8235084980,16.4903989709,16.2607309871,15.8964716906,15.4288759072,14.9480300240,14.7422673809, 1.910213e+01, 1.895876e+01, 1.882005e+01, 1.868506e+01, 1.855179e+01, 1.841568e+01, 1.827412e+01, 1.811936e+01, 1.794895e+01, 1.776131e+01, 1.756392e+01, 1.735877e+01, 1.715011e+01, 1.695620e+01, 1.677556e+01, 1.661036e+01, 1.647941e+01, 1.641192e+01, 1.640352e+01, 1.642809e+01, 1.648037e+01, 1.656625e+01, 1.667873e+01, 1.681015e+01, 1.694698e+01, 1.708866e+01, 1.722370e+01, 1.736501e+01, 1.750159e+01, 1.763352e+01, 1.776484e+01, 1.789677e+01, 1.803592e+01, 1.814452e+01, 1.822792e+01, 1.829086e+01, 1.831685e+01, 1.832941e+01, 1.832851e+01, 1.830821e+01, 1.825997e+01, 1.818815e+01, 1.810326e+01, 1.801113e+01, 1.790540e+01, 1.778157e+01, 1.763990e+01, 1.749502e+01, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,3.096606,2.996889,2.969860,2.943094,2.901764,2.863058,2.838129,2.819498,2.811100,2.756387,2.820810,2.963694,3.356920,3.765759,4.252011,4.569662,4.769621,4.827220,4.942682,5.008023,5.039250,5.111676,5.147364,5.173868,5.187645,5.203389,5.170457,5.158123,5.161797,5.134900,5.096981,5.126502,5.167045,5.187251,5.172818,5.144346,5.069690,4.991228,4.876685,4.772376,4.655077,4.549718,4.470732,4.413395,4.303968,4.034208,3.740043,3.485240
2014-06-11,"2014-6","3",0.44112107,1402437600,22,5.176230,20.3219585,18.05561770,12.22333950,14.75647486,23,5.191056,24,14.5384046594,14.0976775171,13.6629115838,13.4612751356,13.2966003118,13.0860391493,12.9260821615,12.7743704471,12.6791240376,12.4380256053,12.2467469998,12.2233395036,12.2554974978,12.2482461867,12.3994148806,12.7520983325,13.3436861460,14.0123139260,14.7978545974,15.5512692267,16.2145187124,16.7184793056,17.2020178364,17.7594326492,18.3119412416,18.6834610784,18.8072969681,19.0120054429,19.5467096915,20.0683484338,20.3219585185,20.3190268109,20.3180967807,20.1862296103,20.2384151178,20.1188604742,20.0249199844,19.9092159286,19.7743538878,19.9812669778,19.9171319006,19.4823285017,18.9992523057,18.4705428231,18.1882912863,17.7856367093,17.0090504919,16.3845577537, 1.734718e+01, 1.718471e+01, 1.700862e+01, 1.683125e+01, 1.665452e+01, 1.647610e+01, 1.629859e+01, 1.612238e+01, 1.595022e+01, 1.577461e+01, 1.559822e+01, 1.542947e+01, 1.527077e+01, 1.511965e+01, 1.498364e+01, 1.487206e+01, 1.479564e+01, 1.475647e+01, 1.475854e+01, 1.479818e+01, 1.486900e+01, 1.496147e+01, 1.507350e+01, 1.520780e+01, 1.536300e+01, 1.552903e+01, 1.569294e+01, 1.585889e+01, 1.604328e+01, 1.624454e+01, 1.644841e+01, 1.664194e+01, 1.682575e+01, 1.699377e+01, 1.715600e+01, 1.730415e+01, 1.744018e+01, 1.756364e+01, 1.767417e+01, 1.778953e+01, 1.789591e+01, 1.797523e+01, 1.802643e+01, 1.804863e+01, 1.805562e+01, 1.804212e+01, 1.799047e+01, 1.791017e+01, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,3.312703,3.192518,3.132425,3.105528,3.032971,2.988623,2.968286,2.963825,2.953722,2.892186,2.960545,3.094638,3.454668,3.861540,4.338213,4.631985,4.853330,4.908437,4.990704,5.052764,5.061293,5.110102,5.157336,5.189744,5.191056,5.156942,5.132669,5.114038,5.095669,5.046073,5.002119,5.067459,5.106034,5.153925,5.148939,5.078481,4.986374,4.879572,4.762798,4.648254,4.582389,4.438455,4.395551,4.359862,4.286518,4.049034,3.736894,3.476842
2014-06-12,"2014-6","4",0.44386095,1402524000,24,5.219659,23.8726764,20.17963060,11.29125094,15.13983168,25,5.176230,22,15.8646814307,15.3705135378,15.1254585645,14.9510159450,14.6553217165,14.0622478208,13.4403423196,12.9154234486,12.5193368420,12.2458272933,11.9230201294,11.5128102210,11.2912509378,11.6294431590,12.2884634448,13.4111893248,14.2360292943,15.1927236942,16.3508149564,17.7276435552,18.5889993314,18.7358709816,18.8746843334,19.9705995950,21.0321147932,20.9477337780,20.8804370051,21.3426135825,21.8721096672,22.2592930334,22.4609395280,22.7492295884,22.9477039345,23.2564559084,23.5944795747,23.8075190857,23.8726763982,23.6101515663,23.1620559743,22.9081663515,22.6323913255,22.1891098073,21.6111821686,21.0799030795,20.3964935845,19.6464311871,18.9433942311,18.2684318400, 1.780790e+01, 1.768603e+01, 1.755800e+01, 1.742765e+01, 1.728903e+01, 1.712769e+01, 1.694333e+01, 1.674193e+01, 1.653080e+01, 1.631655e+01, 1.609688e+01, 1.586767e+01, 1.563885e+01, 1.543838e+01, 1.528089e+01, 1.518740e+01, 1.513983e+01, 1.514248e+01, 1.520289e+01, 1.532913e+01, 1.549212e+01, 1.565431e+01, 1.581533e+01, 1.602309e+01, 1.627354e+01, 1.650725e+01, 1.672591e+01, 1.695675e+01, 1.720252e+01, 1.745536e+01, 1.770563e+01, 1.795781e+01, 1.820731e+01, 1.845977e+01, 1.871650e+01, 1.897105e+01, 1.921613e+01, 1.943583e+01, 1.962215e+01, 1.978645e+01, 1.992874e+01, 2.004176e+01, 2.012023e+01, 2.016822e+01, 2.017963e+01, 2.015297e+01, 2.009249e+01, 2.000129e+01, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,3.297877,3.172181,3.100542,3.066166,3.017488,2.969204,2.957920,2.940995,2.925250,2.875523,2.957002,3.122453,3.478417,3.879646,4.361699,4.675414,4.883114,4.942157,5.047910,5.093045,5.114956,5.152350,5.176230,5.151432,5.172162,5.153925,5.125978,5.098031,5.089896,5.047254,5.033477,5.066541,5.120073,5.163109,5.130176,5.071658,4.966430,4.865139,4.768833,4.633166,4.538435,4.428221,4.366160,4.329685,4.292029,4.072520,3.782947,3.526176
2014-06-13,"2014-6","5",0.44660083,1402610400,24,5.163109,23.5052090,20.54969843,12.78484470,16.72499474,25,5.219659,24,17.5753737501,16.9304416324,16.3820553728,16.0426351875,15.6592855963,15.1914217530,14.7160891169,14.1862000966,13.8300774696,13.8168253478,13.6246969896,13.0948055251,12.7848447018,12.8043949197,13.3853030745,14.2229031323,15.1145587987,16.2623554956,17.4954079286,18.4601253682,19.2640242279,19.9153802297,20.3759535842,20.5589914728,20.7883757673,21.2914285220,21.6796820850,21.9034896488,22.1964530970,22.6972118331,23.3214602931,23.5052089824,23.2506639886,23.0644049475,23.0045973330,22.8093246480,22.8000306434,22.9363843974,23.0833516361,22.4266208459,21.7086482507,21.3582996104,21.1980683912,21.0292231192,20.8022830775,20.0691664880,19.2757500239,18.5340901252, 1.987999e+01, 1.973252e+01, 1.956499e+01, 1.938887e+01, 1.920240e+01, 1.900185e+01, 1.878756e+01, 1.855749e+01, 1.832112e+01, 1.809591e+01, 1.787234e+01, 1.763347e+01, 1.739104e+01, 1.716170e+01, 1.697288e+01, 1.683539e+01, 1.674934e+01, 1.672499e+01, 1.676352e+01, 1.684835e+01, 1.696913e+01, 1.711644e+01, 1.727942e+01, 1.744340e+01, 1.761065e+01, 1.779468e+01, 1.798893e+01, 1.818466e+01, 1.838525e+01, 1.860085e+01, 1.883688e+01, 1.907030e+01, 1.927932e+01, 1.946857e+01, 1.964537e+01, 1.980357e+01, 1.995339e+01, 2.010254e+01, 2.025158e+01, 2.036033e+01, 2.042775e+01, 2.047428e+01, 2.051047e+01, 2.053640e+01, 2.054970e+01, 2.052567e+01, 2.046318e+01, 2.036672e+01, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,3.325692,3.200128,3.138329,3.100411,3.038088,2.994658,2.979963,2.968679,2.932729,2.876310,2.947686,3.098836,3.461098,3.862327,4.337689,4.648779,4.840866,4.926150,5.030590,5.090158,5.111020,5.131882,5.167701,5.189875,5.219659,5.193549,5.148939,5.140410,5.112332,5.072839,5.048303,5.093438,5.149332,5.159829,5.148283,5.049484,4.971416,4.897547,4.802422,4.702574,4.590130,4.495005,4.396732,4.410771,4.371802,4.137992,3.892898,3.599914
2014-06-14,"2014-6","6",0.44934072,1402696800,21,4.462597,20.7243380,20.25298694,14.89877845,17.77920875,22,5.163109,24,18.0920311155,17.7938589121,17.4321260577,17.1404635827,16.8839807711,16.7530616718,16.7588214115,16.8534478719,16.7331255438,15.9240216565,15.1151350571,14.8987784490,15.0882452217,15.1883836708,15.3305967119,15.7812159911,16.2764912399,16.6399192987,16.9083261818,17.2439762794,17.7512419873,18.3065533694,18.6294892951,18.5257858275,18.6557437784,19.2089022265,19.6008344218,19.1856260024,18.7012780860,19.1922375737,19.6943393676,19.6720516976,19.9865699797,20.4315751314,20.7243380407,20.4898439175,20.0028767359,19.7166252126,19.7615344890,19.5801169634,19.3020931161,18.9192795072,18.3764085318,17.8605224992,17.3787152336,16.8112986329,16.4198120965,16.0965438276, 2.025299e+01, 2.013003e+01, 1.999514e+01, 1.985240e+01, 1.970398e+01, 1.955643e+01, 1.941655e+01, 1.928840e+01, 1.916064e+01, 1.899880e+01, 1.880462e+01, 1.860933e+01, 1.843327e+01, 1.827103e+01, 1.812401e+01, 1.800687e+01, 1.792035e+01, 1.785633e+01, 1.780893e+01, 1.778068e+01, 1.777921e+01, 1.780558e+01, 1.784677e+01, 1.788072e+01, 1.791947e+01, 1.798394e+01, 1.806479e+01, 1.812083e+01, 1.814985e+01, 1.820197e+01, 1.827659e+01, 1.834636e+01, 1.842837e+01, 1.852853e+01, 1.863832e+01, 1.873090e+01, 1.879450e+01, 1.884061e+01, 1.888665e+01, 1.892133e+01, 1.894036e+01, 1.893931e+01, 1.891116e+01, 1.885863e+01, 1.878464e+01, 1.868597e+01, 1.857266e+01, 1.844886e+01, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,3.405728,3.247887,3.163259,3.121404,3.058293,3.016307,3.001743,2.996495,2.965268,2.891792,2.969073,3.075350,3.435250,3.827820,4.286649,4.611385,4.820529,4.884689,5.017470,5.077825,5.094882,5.132538,5.152350,5.141722,5.163109,5.141722,5.085566,5.046335,5.007367,4.969579,4.917359,4.927987,4.940714,4.951210,4.931529,4.873405,4.804521,4.689585,4.606531,4.513112,4.380068,4.278908,4.223276,4.192312,4.184964,4.018725,3.791082,3.563701
2014-06-15,"2014-6","0",0.45208060,1402783200,24,4.268280,17.5166988,18.31478758,14.09044241,15.79479383,25,4.462597,21,15.7674903355,15.1706632555,14.6148253430,14.4936460911,14.4507845773,14.4837174382,14.3697569237,14.3662680690,14.3223699366,14.3358412282,14.2575012719,14.0904424096,14.1216185180,14.2270740710,14.2573258855,14.3780310224,14.3647990856,14.4103056266,14.5641089046,14.7048010485,14.9622270963,15.2710056957,15.5610975734,16.1236714676,16.4423024112,16.3090129965,16.0165490724,16.0470988835,16.4753601465,16.8172512138,17.1428847982,17.2077693201,17.1324529501,17.2319749529,17.3562290074,17.4011017576,17.4133750063,17.5166987629,17.4861506041,17.4629482584,17.3575910961,17.1792024874,16.7597104225,16.2457615800,15.7558018072,15.5787832364,15.3199150944,14.8376666858, 1.831479e+01, 1.815758e+01, 1.798044e+01, 1.780610e+01, 1.763834e+01, 1.748061e+01, 1.732506e+01, 1.717712e+01, 1.703439e+01, 1.689946e+01, 1.676736e+01, 1.663352e+01, 1.650792e+01, 1.639388e+01, 1.628705e+01, 1.619160e+01, 1.610026e+01, 1.601576e+01, 1.594318e+01, 1.588126e+01, 1.583531e+01, 1.580709e+01, 1.579479e+01, 1.581124e+01, 1.584279e+01, 1.586610e+01, 1.587362e+01, 1.588230e+01, 1.591195e+01, 1.595722e+01, 1.601650e+01, 1.607606e+01, 1.612888e+01, 1.618404e+01, 1.624265e+01, 1.630057e+01, 1.635621e+01, 1.641423e+01, 1.646783e+01, 1.651759e+01, 1.655959e+01, 1.659057e+01, 1.659902e+01, 1.658136e+01, 1.654008e+01, 1.649202e+01, 1.643341e+01, 1.635363e+01, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,3.364267,3.235947,3.137017,3.064329,3.005811,2.946506,2.907668,2.887331,2.857679,2.771345,2.764522,2.823434,2.986261,3.169950,3.408746,3.666698,3.941314,4.153868,4.326405,4.406966,4.434257,4.462597,4.450657,4.454331,4.426122,4.390958,4.337689,4.273004,4.202677,4.149145,4.128152,4.140616,4.166989,4.213436,4.265919,4.276678,4.261720,4.187326,4.133006,4.023318,3.941445,3.858260,3.816536,3.819685,3.872955,3.781635,3.594141,3.443385
2014-06-16,"2014-6","1",0.45482048,1402869600,34,5.115219,17.3298267,16.26166109,12.74497184,14.58627403,35,4.268280,24,14.5143336906,14.3537250618,14.3063822801,14.0674902365,13.6376855260,13.3834832531,13.1506407040,13.2961815626,13.3875543916,13.2739947554,13.0432363606,12.9487008365,12.7449718411,12.8847161075,13.3592938191,13.5354090027,13.6542766360,13.8623631930,14.1383113539,14.6251839778,15.2553373730,15.7148248920,15.7304144133,15.8628738221,15.9390278531,16.4042871048,16.8863580111,16.6769233475,16.6365737708,16.8490130193,17.3076250565,17.3298266788,17.1030718563,17.1345747043,17.2079373054,17.1916073415,17.2331119969,17.1514614611,17.0513045590,16.6697974333,16.2591092221,16.1622604454,15.9792526686,15.6557155764,15.2018385504,14.9424945292,14.6251854066,14.1993522561, 1.626166e+01, 1.616626e+01, 1.607327e+01, 1.597298e+01, 1.585622e+01, 1.573258e+01, 1.560348e+01, 1.548812e+01, 1.538309e+01, 1.527763e+01, 1.516591e+01, 1.505505e+01, 1.493955e+01, 1.483681e+01, 1.476293e+01, 1.470156e+01, 1.464919e+01, 1.460985e+01, 1.458627e+01, 1.458822e+01, 1.462158e+01, 1.467624e+01, 1.472895e+01, 1.478564e+01, 1.484331e+01, 1.492136e+01, 1.501961e+01, 1.510248e+01, 1.517918e+01, 1.526267e+01, 1.536492e+01, 1.546317e+01, 1.554516e+01, 1.562463e+01, 1.570380e+01, 1.577819e+01, 1.585093e+01, 1.591596e+01, 1.597273e+01, 1.600758e+01, 1.602016e+01, 1.602726e+01, 1.602486e+01, 1.600640e+01, 1.596618e+01, 1.591499e+01, 1.585050e+01, 1.576794e+01, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,3.302338,3.186089,3.065772,2.960807,2.871193,2.800473,2.754288,2.722798,2.678451,2.605893,2.583457,2.576634,2.658770,2.757174,2.915410,3.097918,3.331728,3.522371,3.728759,3.910480,4.074882,4.162134,4.226688,4.264082,4.268280,4.236791,4.200578,4.157936,4.112144,4.070421,4.045492,4.067141,4.104010,4.140091,4.174336,4.188113,4.193361,4.150982,4.138123,4.088527,4.043523,3.987236,3.969654,3.964537,3.910480,3.731646,3.487470,3.264813
2014-06-17,"2014-6","2",0.45756036,1402956000,24,5.129651,20.2922739,17.58958704,12.32153129,14.06014818,25,5.115219,34,13.8362199368,13.4430509465,13.3864099824,13.3157094630,13.2633054352,13.2754110056,13.2035423855,12.8866032463,12.6487222229,12.3502972280,12.3215312858,12.5251716074,12.6470992969,12.8234231277,12.7542813389,12.9185813729,13.1617748701,13.3827739627,13.7219247123,14.4059654702,15.1566201338,15.8831245424,16.4458668851,16.9905791169,17.6595176076,18.0543231510,18.5819991786,19.1038363979,19.4530441277,19.5690921724,19.6034684224,19.9055318882,20.1678852240,20.2868050380,20.1534053689,20.1593621404,20.2922738944,20.2270992883,19.8975660290,19.6938543694,19.2094536371,18.6171652724,18.2380306360,17.9371596650,17.5604539971,17.0627712994,16.3749313782,15.9474506762, 1.567136e+01, 1.555994e+01, 1.545127e+01, 1.534449e+01, 1.524043e+01, 1.514218e+01, 1.504525e+01, 1.493731e+01, 1.482288e+01, 1.469926e+01, 1.458037e+01, 1.447761e+01, 1.438608e+01, 1.430795e+01, 1.423027e+01, 1.416468e+01, 1.411454e+01, 1.407795e+01, 1.406015e+01, 1.407744e+01, 1.413140e+01, 1.421898e+01, 1.433033e+01, 1.446334e+01, 1.462315e+01, 1.479471e+01, 1.498407e+01, 1.519006e+01, 1.540321e+01, 1.561150e+01, 1.581110e+01, 1.601582e+01, 1.622343e+01, 1.642660e+01, 1.661294e+01, 1.679026e+01, 1.696536e+01, 1.712845e+01, 1.726690e+01, 1.738825e+01, 1.747931e+01, 1.753620e+01, 1.757129e+01, 1.758959e+01, 1.758813e+01, 1.756186e+01, 1.750252e+01, 1.742476e+01, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,3.077712,2.965530,2.907800,2.880902,2.842065,2.799423,2.775019,2.763341,2.734869,2.699706,2.763866,2.917902,3.276359,3.697794,4.154787,4.492906,4.716875,4.812131,4.917884,4.969317,4.979420,5.009729,5.030066,5.054208,5.062605,5.045548,5.042661,4.995296,5.000019,4.978239,4.940451,4.966037,5.032558,5.098687,5.115219,5.044892,4.950423,4.848213,4.765947,4.664524,4.562970,4.439505,4.400799,4.312628,4.258965,4.035126,3.750014,3.516336
